date,title,source,media_name,ideology,Congress
05/08/2021,"Biden Responds to Question on Gov. DeSantis: ""Governor Who?""; Cori Bush Says She Needs Private Security to Survive but that Police Must Be Defunded ""To Save Lives""; NY Post Obtains Exclusive Pictures of Cuomo Lounging by the Pool Amid Crisis; Newsom's Numbers Cratering in Recall Race; Interview with Rep. Ronny Jackson (R-TX); Interview with Rep. Dan Crenshaw (R-TX)",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Responds to Question on Gov. DeSantis_ _Governor Who__; Cori Bush Says She Needs Private Secur.docx,Fox News,right,117th
01/04/2021,Biden Says He Would Support Moving All-Star Game Over Georgia Voting Law,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Says He Would Support Moving All-Star Game Over Georgia Voting Law.docx,The New York Times,left,117th
26/08/2020,"Biden Seeks High Turnout of Black Men, a Key to Democratic Victories","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Seeks High Turnout of Black Men, a Key to Democratic Victories.docx",The New York Times,left,116th
09/09/2021,"Biden Shames the Unvaccinated and Unleashes Sweeping COVID Mandates; Americans Held Hostage Behind Enemy Lines, Day 26",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Shames the Unvaccinated and Unleashes Sweeping COVID Mandates; Americans Held Hostage Behind E.docx,Fox News,right,117th
07/03/2021,Biden Signs Order Meant to Make Voting Easier,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Signs Order Meant to Make Voting Easier.docx,The New York Times,left,117th
07/04/2021,"Biden Spews False Claims About Georgia Voting Law And His ""Infrastructure"" Plan; Texas Governor Abbott Slams Biden Admin As Allegations Emerge Of Child Abuse At Migrant Facility; Interview With Rep. Jim Jordan (R-OH); Biden To Unveil Executive Action On Guns",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Spews False Claims About Georgia Voting Law And His _Infrastructure_ Plan; Texas Governor Abbo.docx,Fox News,right,117th
13/07/2021,Biden Spews More Bizarre Lies About Voting Laws; Inflation Hits 13- Year High; Democrats Impose More COVID-19 Mandates; Miami Residents Show Support For Cuban Protesters; Interview With Senator Lindsey Graham (R-SC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Spews More Bizarre Lies About Voting Laws; Inflation Hits 13- Year High; Democrats Impose More.docx,Fox News,right,117th
07/06/2021,Biden Struggles Amid Wave Of Crises; Harris Travels To Guatemala But Not To U.S.-Mexico Border; Crime Ravages Big Liberal Cities; Democrats Attack Joe Manchin; CNN Embraces Its Role As Arm Of Biden White House,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Struggles Amid Wave Of Crises; Harris Travels To Guatemala But Not To U.S. - Mexico Border; Cr.docx,Fox News,right,117th
25/03/2021,"Biden Stumbles Through First Press Conference; Biden Claims Trump Let Migrant Children Starve To Death At The Southern Border; GA Passes Sweeping Election Reform Bill; Journalist Tim Pool Said That Since President Trump Was Evicted From Twitter, Cable News Ran Out of Things to Talk About Him and Their Ratings Started to Dive; ""Hillbilly Elegy"" Author J.D. Vance Shares the Hypocrisy That He Saw When He Entered to an Ivy League School and Even When He Interacts With People Who Belong to the Elite Society; Rep. Matt Gaetz (R-FL) and Rep. Ro Khanna (D-CA) Was Interviewed About The Issues They Agreed and Disagreed and How Their Friendship Was Criticized By the People in Washington",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Stumbles Through First Press Conference; Biden Claims Trump Let Migrant Children Starve To Dea.docx,Fox News,right,117th
06/05/2021,Biden Surrenders His Agenda to the Far-Left; Big Tech Doubles Down on Trump Censorship; Interview with Sen. Lindsey Graham (R-SC); Alleged Carter-Linked Illegal Marijuana Grown Operations in California Desert Spark Major Concerns,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Surrenders His Agenda to the Far-Left; Big Tech Doubles Down on Trump Censorship; Interview wi.docx,Fox News,right,117th
01/04/2021,Biden Targets Texas While COVID Cases Fall There; Smugglers Dump Children Over Border Fence; Biden Pushes Debunked Claims On Georgia Law; Man Who Murdered Own Mother Arrested In Attack; Cancel Culture Comes For The Obamas.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Targets Texas While COVID Cases Fall There; Smugglers Dump Children Over Border Fence; Biden P.docx,Fox News,right,117th
24/03/2021,"Biden To Hold First News Conference On Day 64; South Dakota GOP Criticized For Rejecting Girl's Sports Bill; Washington Carjackings With Teen Suspects Spike; People Spending $1,400 Stimulus Checks On Gambling; Babylon Bee CEO On Attacks From ""New York Times;"" Honoring Lost Art In Age Of Modern Technology; White House Calls On Congress To Tighten Gun Laws",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden To Hold First News Conference On Day 64; South Dakota GOP Criticized For Rejecting Girl's Spor.docx,Fox News,right,117th
13/07/2021,"Biden Tries To Scare America Into Backing Agenda; Texas Democrats Abandon State To Block Voting Bill; Texas Democrats Defend Voting Bill Stunt; Dr. Fauci Says That No One From The Government Will Force The American People To Get Vaccinated, But Only Those Who Are Trusted Messengers Will Try To Offer Them The Vaccine To Keep Their Families Safe; Sen. John Kennedy (R-LA) Is Interviewed About What He Can Say Regarding The Transgender Couple Who Tried To Experiment The Real Role Of Biological Mother; President Joe Biden Is Said To Make Former Senator Jeff Flake As The New U.S. Ambassador To Turkey; Former Clinton Labor Secretary Robert Reich Put Out A TikTok With A Climate Message To Kids; China Recently Announced That They Are Removing Pandas From The Endangered Species List",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Tries To Scare America Into Backing Agenda; Texas Democrats Abandon State To Block Voting Bill.docx,Fox News,right,117th
25/08/2020,Biden Wants Black Voter Turnout Similar to Obamaâ€™s. Heâ€™ll Need Black Men.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden Wants Black Voter Turnout Similar to Obama_s. He_ll Need Black Men.docx,The New York Times,left,116th
14/04/2021,Bidenâ€™s Choice for Civil Rights Post Has Worked to Defend Voting Rights,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden_s Choice for Civil Rights Post Has Worked to Defend Voting Rights.docx,The New York Times,left,117th
25/10/2021,"Biden's Average Approval Sinks To New Low; Americans Held Hostage, Abandoned Behind Enemy Lines, Day 72","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden's Average Approval Sinks To New Low; Americans Held Hostage, Abandoned Behind Enemy Lines, Day.docx",Fox News,right,117th
24/03/2021,Biden's Open Borders Agenda Causes New Crisis; Sante Moves On Ahead On Voting Overhaul Bill; Interview With Rep. Jim Jordan (R-OH) And Rep. Matt Gaetz (R-FL); Interview With Rep. Madison Cawthorn (R-NC),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden's Open Borders Agenda Causes New Crisis; Sante Moves On Ahead On Voting Overhaul Bill; Intervi.docx,Fox News,right,117th
09/12/2021,Biden's Phony Democracy Summit; The Real Enemies Of Democracy Are Clear; David Brooks Yearns For GOP That Failed Americans; Yellen Uses Summit To Attack U.S. Taxpayers; Dems Desperately Stand In The Way Of America First; America's Endless Vaccine Subscription; Jussie Smollett Convicted On Five Of Six Counts Related To False Report Of Racially Motivated Attack; Department Of Justice Unseals Charges Against Man Who Allegedly Entered Capitol On January 6th; Second Recall Effort Underway Against Los Angeles District Attorney George Gascon Due To Rising Crime Rates,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Biden's Phony Democracy Summit; The Real Enemies Of Democracy Are Clear; David Brooks Yearns For GOP.docx,Fox News,right,117th
11/04/2021,Big Business Pushing Wokeism; Limiting Corporate Influence In Politics; Interview With Rep. Jim Banks (R-IN); VP Harris Yet To Visit Border Amid Worsening Crisis; Biden Administration Fails To Control Migrant Surge; Interview With Rep. Nancy Mace (R-SC); Democrats Seek To Redefine Infrastructure,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Big Business Pushing Wokeism; Limiting Corporate Influence In Politics; Interview With Rep. Jim Bank.docx,Fox News,right,117th
13/10/2021,'Big lie' battle brewing for 2022; Candidates to oversee states' elections push Trump's false claims,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/'Big lie' battle brewing for 2022 Candidates to oversee states' elections push Trump's false claims(2).docx,USA Today,left,117th
12/10/2021,'Big lie' battle brewing for 2022; Candidates to oversee states' elections push Trump's false claims,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/'Big lie' battle brewing for 2022 Candidates to oversee states' elections push Trump's false claims.docx,USA Today,left,117th
31/03/2021,Black Executives Call on Corporations to Fight Restrictive Voting Laws,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Black Executives Call on Corporations to Fight Restrictive Voting Laws.docx,The New York Times,left,117th
03/07/2020,Black Turnout in Alabama Complicates Debate on Voting Laws,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Black Turnout in Alabama Complicates Debate on Voting Laws.docx,The New York Times,left,116th
05/02/2019,Blackface Is the Tip Of the Iceberg,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Blackface Is the Tip Of the Iceberg.docx,The New York Times,left,116th
24/03/2021,Border Business: Biden Meets With Cabinet Secretaries; Treasured Memories: Victims Of Colorado Massacre Mourned; Behind Party Lines: Senators Debate Voting Reform; Schools Move Forward With Broader Reopenings; GOP Lawmakers Call For Schools To Reopen; Nationwide Push For Transgender Student-Athlete Bills; U.S. Secretary Of State Criticizes China; President Biden Puts Vice President Harris In Charge of Immigration Situation At U.S.-Mexico Border; White House Criticized For Reducing Media Access At Border; Democrats And Republicans In Congress Divided On Bill Proposed To Increase Access To Voting,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Border Business_ Biden Meets With Cabinet Secretaries; Treasured Memories_ Victims Of Colorado Massa.docx,Fox News,right,117th
13/12/2019,Boris Johnson Will Change Britain Forever,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Boris Johnson Will Change Britain Forever.docx,The New York Times,left,116th
07/06/2021,"Breaking Ranks, Manchin Dooms Key Voting Bill","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Breaking Ranks, Manchin Dooms Key Voting Bill.docx",The New York Times,left,117th
28/04/2020,"C.D.C. Recommends Wearing Masks in Public; Trump Says, â€˜Iâ€™m Choosing Not to Do Itâ€™","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/C. D.C. Recommends Wearing Masks in Public; Trump Says, _I_m Choosing Not to Do It_.docx",The New York Times,left,116th
16/03/2021,Can Anything End the Voting Wars?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Can Anything End the Voting Wars_(2).docx,The New York Times,left,117th
17/03/2021,Can Anything End the Voting Wars?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Can Anything End the Voting Wars_.docx,The New York Times,left,117th
10/05/2020,Can Democracy Survive the Pandemic?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Can Democracy Survive the Pandemic_.docx,The New York Times,left,116th
10/09/2019,Can the Right Escape Racism?,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Can the Right Escape Racism_.docx,The New York Times,left,116th
02/04/2021,"Capitol Attack, Voting Rights, Easter: Your Friday Evening Briefing","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Capitol Attack, Voting Rights, Easter_ Your Friday Evening Briefing.docx",The New York Times,left,117th
23/04/2021,"CDC Advisory Committee Recommends Lifting Johnson & Johnson Vaccine Suspension; Dems' Double Standard; Border Conditions Worsen, But Still No Solutions from Biden; Interview with Former President Donald Trump",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/CDC Advisory Committee Recommends Lifting Johnson & Johnson Vaccine Suspension; Dems' Double Standar.docx,Fox News,right,117th
12/06/2019,Census Fight Grows as House Panel Backs Contempt and Trump Asserts Privilege,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Census Fight Grows as House Panel Backs Contempt and Trump Asserts Privilege.docx,The New York Times,left,116th
01/04/2021,"CEOs Align With Far-Left To Undermine Elections; Dems & Media push GA Voting Bill Lies; CEOs Undermine U.S. Election Laws, Kowtow to China; GOP Must Teach Corporate America A Lesson; Coca-Cola Threatens All Election Integrity Laws; Left Insults Civil Rights Heroes With Jim Crow Comparisons; Left Turns Press Into Pure Propaganda; CNN Reporter Gives Vivid Description Of ""Emotion"" at Derek Chauvin Trial",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/CEOs Align With Far-Left To Undermine Elections; Dems & Media push GA Voting Bill Lies; CEOs Undermi.docx,Fox News,right,117th
12/04/2021,"CEOs Join Left-Wing Attack On Election Integrity; China Commits Atrocities While Woke CEOs Grovel; Religious Liberty Scores Win Over COVID Tyrants; Minneapolis On Edge After Fatal Police Shooting; Mayor Of Minneapolis, Minnesota Condemns Rioting After Black Man Shot By Police; Biden Administration Criticized For Proposed Spending In Infrastructure Bill; Actor Will Smith Pulls Production Of Next Film From Georgia Due To State's Voting Reform Law; Biden Administration Seeks To Investigate Extremism In U.S. Military",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/CEOs Join Left-Wing Attack On Election Integrity; China Commits Atrocities While Woke CEOs Grovel; R.docx,Fox News,right,117th
05/03/2021,Challenges to Black voting rooted in past; GOP legislatures' tactics recall Reconstruction,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/files_19-22/Challenges to Black voting rooted in past GOP legislatures' tactics recall Reconstruction.docx,USA Today,left,117th
